source_row,raw_unit,canonical_label,raw_occurrences,distinct_nonblank_corrections,mapping_status,canonical_unit_uri,external_mapping_status,recommended_disposition
863,NGN,NGN,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
864,NGN/100g,NGN/100 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
865,NGN/100kg,NGN/100 kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
866,NGN/bird,NGN/bird,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
867,NGN/day,NGN/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
868,NGN/ha,NGN/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
869,NGN/ha(Discount rate=22.8%),NGN/ha(discount rate=22.8%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
870,NGN/head,NGN/head,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
871,NGN/individual,NGN/individual,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
872,NGN/kg,NGN/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
873,NGN/Litre,NGN/l,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
874,NGN/NGN,NGN/NGN,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
875,nmol/g/hr,nmol/g/hr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
876,No.,n,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
877,no/day,n/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
878,Nod/plant,nodules/plant,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
879,Nodules/plant,nodules/plant,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
880,Number,n,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
881,Number casts/3m2,casts/3 m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
882,Number damaged seeds per 100g,n damaged seed/100g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
883,number of users,n users,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
884,number/100 grains,n/100 grains,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
885,number/125g,n/125 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
886,number/500g,n/500 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
887,number/50kg,n/50 kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
888,number/individual/day,n/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
889,number/m2,n/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
890,number/plant,n/plant,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
891,of,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
892,organic,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
893,per USD,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
894,person days,person-d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
895,person days/ha,person-d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
896,person-day/ha,person-d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
897,person-day/ha/year,person-d/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
898,person-days/ha,person-d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
899,person-hours/ha,person-hr/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
900,pods/plant,pods/plant,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
901,population density/100cm3 soil,n/100cm3 soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
902,ppm,ppm,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
903,ppm(NH4),ppm(NH4),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
904,ppm(NO3),ppm(NO3),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
905,production,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
906,Prolificacy,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
907,proportion,proportion,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
908,pt/cm3 (Particle matter),pt/cm3 (particulate matter),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
909,PUE,PUE,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
910,q/ha,q/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
911,quintal/ha,quintal/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
912,R$,R$,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
913,rate,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
914,Rate,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
915,ratio,ratio,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
916,Relative land equivalent ratio,RLER,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
917,Relative soil flux %,% relative soil flux,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
918,Renatiella reculata log(x+1.5),Renatiella reculata log(x+1.5),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
919,replicate,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
920,Rhizobia CFU/g soil,Rhizobia CFU/g soil,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
921,Rhizosphere bacteria CFU/g,Rhizosphere bacteria CFU/g,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
922,Richness,Species Richness (S),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
923,RMB/ha,RMB/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
924,roots/plant,roots/plant,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
925,s,Species Richness (S),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
926,S,Species Richness (S),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
927,SDG,SDG,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
928,SDG/ha,SDG/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
929,SDP,SDP,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
930,SDP/ha,SDP/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
931,seeds with living N C. maculatus/100g,n C. maculatus adults/100g seed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
932,seeds with N C. maculatus eggs/100g,n C. maculatus eggs/100g seed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
933,seeds with N C. maculatus larvae/100g,n C. maculatus larvae/100g seed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
934,SGR,SGR,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
935,SGR %/individual/day,% SGR/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
936,SGR(%/individual/day),% SGR/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
937,Shannon,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
938,Shannon diversity index,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
939,Shannon H',Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
940,Shannon Index,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
941,Shannon index (Microbial Diversity),Shannon-Weaver Index (H') - Microbial Diversity,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
942,Shannon index macrofauna,Shannon-Weaver Index (H') - Macrofauna,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
943,Shannon index tree/shrub,Shannon-Weaver Index (H') - Trees and Shrubs,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
944,Shannon's entropy,Shannon's entropy,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
945,Shannon-Weaver Index,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
946,Shannon-Weaver Index (bacterial (16S rDNA DGGE) communities),Shannon-Weaver Index (H')- Bacterial (16S rDNA DGGE) communities,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
947,Shannon-Weaver Index (fungal (ITS))\nDGGE) communities,Shannon-Weaver Index (H') - Fungal (ITS DGGE) communities,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
948,Shannon-Weiner,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
949,Shannon–Weiner index,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
950,Shannon–Wiener Index,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
951,Shanon index,Shannon-Weaver Index (H'),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
952,Simpson's diversity index,Simpson's diversity index,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
953,Species,Species Richness (S),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
954,species/50 g of soil,species/50 g soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
955,spore abundance/100g of dry spoil,spores/100 g dry soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
956,spore/kg of soil,spores/kg soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
957,stalk/ha,stalks/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
958,survival,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
959,SZL/ha,SZL/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
960,t,Mg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
961,t /ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
962,t C/ha,Mg C/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
963,t C/ha/yr,Mg C/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
964,t CO2 eq/t grain/yr,Mg CO2 eq/t grain/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
965,t DM/ha,Mg DM/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
966,t fresh yield/ha,Mg fresh/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
967,t N/ha,Mg N/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
968,t yield/ha/cm,Mg/ha/cm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
969,t yield/ha/mm,Mg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
970,t.ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
971,t/ ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
972,t/(ha day),Mg/ha/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
973,t/acre,Mg/acre,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
974,t/fad,Mg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
975,t/fd,Mg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
976,t/fed,Mg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
977,t/fedan,Mg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
978,t/ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
979,t/ha DM,Mg DM/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
980,t/ha dry matter,Mg DM/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
981,t/ha FM,Mg fresh/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
982,t/ha freshh matter,Mg fresh/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
983,t/ha/mm,Mg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
984,t/ha/season,Mg/ha/season,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
985,t/ha/year,Mg/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
986,t/ha/yr,Mg/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
987,t/t,Mg/Mg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
988,t/year,Mg/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
989,t\ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
990,Taxonomic richness (S),taxonomic richness (S),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
991,tC/ha,Mg C/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
992,tDM/ha,Mg DM/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
993,the,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
994,tn/ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
995,TND/ha,TND/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
996,ton/feddan,Mg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
997,ton/ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
998,ton/ha/season,Mg/ha/season,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
999,ton/m3,Mg/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1000,tons/ha,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1001,total insects/kg of grain,n/kg grain,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1002,truly,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
1003,TZS,TZS,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1004,TZS/day,TZS/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1005,TZS/individual,TZS/individual,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1006,TZS/individual/day,TZS/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1007,TZS/month,TZS/month,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1008,ug N/g,ug N/g,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1009,ug/m2/h,µg/m2/h,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1010,UGX/ha,UGX/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1011,urine/day,,2,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
1012,urine/day,,2,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
1013,US$,USD,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1014,US$/ha,USD/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1015,USD,USD,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1016,USD /ha,USD/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1017,USD(15% discount rate),USD/ha (discount rate = 15%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1018,USD(35% discount rate),USD/ha (discount rate = 35%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1019,USD/(man day),USD/person-d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1020,USD/100kg,USD/100 kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1021,USD/90 kg,USD/90 kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1022,USD/acre,USD/acre,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1023,USD/acre/cow,USD/acre/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1024,USD/animal,USD/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1025,USD/bird,USD/bird,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1026,USD/cow,USD/cow,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1027,USD/crib,USD/crib,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1028,USD/day,USD/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1029,USD/day/ha,USD/ha/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1030,USD/fed,USD/fed,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1031,USD/fish,USD/fish,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1032,USD/goat,USD/goat,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1033,USD/ha,USD/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1034,USD/ha (discount rate= 15%),USD/ha (discount rate = 15%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1035,USD/ha (discount rate= 20%),USD/ha (discount rate = 20%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1036,USD/ha (discount rate= 30%),USD/ha (discount rate = 30%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1037,USD/ha (discount rate=10%),USD/ha (discount rate = 10%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1038,USD/ha (discount rate=5%),USD/ha (discount rate = 5%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1039,USD/ha (Discount rate=8%),USD/ha (discount rate = 8%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1040,USD/ha(10% discount rate),USD/ha (discount rate = 10%),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1041,USD/ha),USD/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1042,USD/ha/labour,USD/ha/labour,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1043,USD/ha/year,USD/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1044,USD/ha/yr,USD/ha/yr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1045,USD/head/day,USD/head/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1046,USD/head/month,USD/head/month,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1047,USD/individual/day,USD/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1048,USD/kg,USD/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1049,USD/kg of P,USD/kg/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1050,USD/kg/day,USD/kg/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1051,USD/l,USD/L,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1052,USD/labor-hour,USD/hr labor,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1053,USD/litre,USD/l,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1054,USD/man/day,USD/man/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1055,USD/person/day,USD/person/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1056,USD/person-day,USD/person d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1057,USD/plot,USD/plot,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1058,USD/sack,USD/sack,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1059,USD/t,USD/t,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1060,USD/tonne,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
1061,USD/USD,USD/USD,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1062,USD/USD (discount rate= 15%),USD/USD (discount rate= 15%),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1063,USD/USD (discount rate= 30%),USD/USD (discount rate= 30%),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1064,USD/year,USD/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1065,USD/yr/cattle unit,USD/yr/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1066,USD/yr/farm,USD/yr/Farm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1067,USH,UGX,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1068,v/v,v/v,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1069,v:v,v/v,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1070,volume/volume,v/v,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1071,w/w,w/w,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1072,weight,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
1073,wool,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
1074,Wool,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
1075,work days/ha,person-d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1076,working days/ha,person-d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
