source_sheet,source_row,source_id,source_code_lexical,proposed_governed_code,source_label,source_status,domain,current_pilot_id,current_pilot_path,current_model_issue,recommended_resource,recommended_model,recommended_action,decision_status,legacy_code_mapping_candidates,same_label_aom_candidates,exact_definition_aom_candidates,authority_label_candidates,evidence_ids,reviewer,review_date,rationale
prac,65,prac:b14.1,b14.1,b14.1,Midseason Drainage,FALSE,crop,era:practice:b14.1,Blue Water Management / Improved Rice Management / Midseason Drainage,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,66,prac:b14.2,b14.2,b14.2,Reduced Water Use in Rice,FALSE,crop,era:practice:b14.2,Blue Water Management / Improved Rice Management / Reduced Water Use in Rice,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,67,prac:b15,b15,b15,System of Rice Intensification (SRI),TRUE,crop,era:practice:b15,Blue Water Management / Improved Rice Management / System of Rice Intensification (SRI),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
prac,68,prac:b3.1,b3.1,b3.1,Rotation (N fixing),FALSE,crop,era:practice:b3.1,Crop Management / Crop Rotation / Rotation (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,69,prac:b3.2,b3.2,b3.2,Rotation (Non N fixing),FALSE,crop,era:practice:b3.2,Crop Management / Crop Rotation / Rotation (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,70,prac:b43,b43,b43,Rotation (N fixing & Non N fixing),FALSE,crop,era:practice:b43,Crop Management / Crop Rotation / Rotation (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,71,prac:b44,b44,b44,Complex Rotation,TRUE,crop,era:practice:b44,Crop Management / Crop Rotation / Complex Rotation,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
prac,72,prac:b31,b31,b31,Intercrop Rotation,TRUE,crop,era:practice:b31,Crop Management / Crop Rotation / Intercrop Rotation,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
prac,73,prac:b48.1,b48.1,b48.1,Double Cropping (N fixing & Non N fixing),FALSE,crop,era:practice:b48.1,Crop Management / Double Cropping / Double Cropping (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,74,prac:b48.2,b48.2,b48.2,Double Cropping (Non N fixing),FALSE,crop,era:practice:b48.2,Crop Management / Double Cropping / Double Cropping (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,75,prac:b48.3,b48.3,b48.3,Double Cropping (N fixing),FALSE,crop,era:practice:b48.3,Crop Management / Double Cropping / Double Cropping (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,76,prac:b48.4,b48.4,b48.4,Double Cropping (Monocrop),FALSE,crop,era:practice:b48.4,Crop Management / Double Cropping / Double Cropping (Monocrop),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,77,prac:b49.1,b49.1,b49.1,Sequential Intercropping (N fixing & Non N fixing),FALSE,crop,era:practice:b49.1,Crop Management / Intercropping / Sequential Intercropping (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,78,prac:b49.2,b49.2,b49.2,Sequential Intercropping (Non N fixing),FALSE,crop,era:practice:b49.2,Crop Management / Intercropping / Sequential Intercropping (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,79,prac:b49.3,b49.3,b49.3,Sequential Intercropping (N fixing),FALSE,crop,era:practice:b49.3,Crop Management / Intercropping / Sequential Intercropping (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,80,prac:b61.1,b61.1,b61.1,Relay Intercropping (N fixing & Non N fixing),FALSE,crop,era:practice:b61.1,Crop Management / Intercropping / Relay Intercropping (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,81,prac:b61.2,b61.2,b61.2,Relay Intercropping (Non N fixing),FALSE,crop,era:practice:b61.2,Crop Management / Intercropping / Relay Intercropping (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,82,prac:b61.3,b61.3,b61.3,Relay Intercropping (N fixing),FALSE,crop,era:practice:b61.3,Crop Management / Intercropping / Relay Intercropping (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,83,prac:b13.3,b13.3,b13.3,Relay Green Manure (N fixing & Non N fixing),FALSE,crop,era:practice:b13.3,Crop Management / Green Manure / Relay Green Manure (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,84,prac:b12.3,b12.3,b12.3,Relay Green Manure (Non N fixing),FALSE,crop,era:practice:b12.3,Crop Management / Green Manure / Relay Green Manure (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,85,prac:b11.3,b11.3,b11.3,Relay Green Manure (N fixing),FALSE,crop,era:practice:b11.3,Crop Management / Green Manure / Relay Green Manure (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,86,prac:b25,b25,b25,Intercrop (N fixing & Non N fixing),FALSE,crop,era:practice:b25,Crop Management / Intercropping / Intercrop (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,87,prac:b50.1,b50.1,b50.1,Intercrop (Non N fixing),FALSE,crop,era:practice:b50.1,Crop Management / Intercropping / Intercrop (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,88,prac:b50.2,b50.2,b50.2,Intercrop (N fixing),FALSE,crop,era:practice:b50.2,Crop Management / Intercropping / Intercrop (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,89,prac:b50.3,b50.3,b50.3,Complex Intercrop,unknown,crop,era:practice:b50.3,Crop Management / Intercropping / Complex Intercrop,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-source-quality-correction,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Definition or lifecycle status is incomplete.
prac,90,prac:b50.4,b50.4,b50.4,Intercrop (Unspecified),FALSE,crop,era:practice:b50.4,Crop Management / Intercropping / Intercrop (Unspecified),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,practice-or-condition-plus-experimental-role,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,91,prac:b55.1,b55.1,b55.1,Partial Intercrop (N fixing & Non N fixing),TRUE,crop,era:practice:b55.1,Crop Management / Intercropping / Partial Intercrop (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
prac,92,prac:b55.2,b55.2,b55.2,Partial Intercrop (Non N fixing),TRUE,crop,era:practice:b55.2,Crop Management / Intercropping / Partial Intercrop (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
prac,93,prac:b55.3,b55.3,b55.3,Partial Intercrop (N fixing),TRUE,crop,era:practice:b55.3,Crop Management / Intercropping / Partial Intercrop (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
prac,94,prac:b57,b57,b57,Complex Intercrop Rotation,TRUE,crop,era:practice:b57,Crop Management / Intercropping / Complex Intercrop Rotation,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
prac,95,prac:b59,b59,b59,Intercropping or Rotation (N fixing & Non N fixing),FALSE,crop,era:practice:b59,Crop Management / Intercropping or Rotation / Intercropping or Rotation (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
