concept_id,language,definition,source_column
AOM_100886,en,Feed materials derived from melon production or processing.,approved_definition_enrichment
AOM_100887,en,Feed materials derived from orange production or processing.,approved_definition_enrichment
AOM_100888,en,Feed materials derived from papaya production or processing.,approved_definition_enrichment
AOM_100889,en,Feed materials derived from plantain production or processing.,approved_definition_enrichment
AOM_100890,en,Feed materials derived from watermelon production or processing.,approved_definition_enrichment
AOM_100891,en,Feed materials derived from argan production or processing.,approved_definition_enrichment
AOM_100892,en,Feed materials derived from canola production or processing.,approved_definition_enrichment
AOM_100893,en,Feed materials derived from cashew production or processing.,approved_definition_enrichment
AOM_100894,en,Feed materials derived from coconut production or processing.,approved_definition_enrichment
AOM_100895,en,Feed materials derived from cotton production or processing.,approved_definition_enrichment
AOM_100896,en,Feed materials derived from hibiscus production or processing.,approved_definition_enrichment
AOM_100897,en,Feed materials derived from jojoba production or processing.,approved_definition_enrichment
AOM_100898,en,Feed materials derived from linseed production or processing.,approved_definition_enrichment
AOM_100899,en,Feed materials derived from macadamia production or processing.,approved_definition_enrichment
AOM_100900,en,Feed materials derived from olive production or processing.,approved_definition_enrichment
AOM_100901,en,Feed materials derived from palm kernel production or processing.,approved_definition_enrichment
AOM_100902,en,Feed materials derived from sesame production or processing.,approved_definition_enrichment
AOM_100903,en,Feed materials derived from sheanut production or processing.,approved_definition_enrichment
AOM_100904,en,Feed materials derived from sunflower production or processing.,approved_definition_enrichment
AOM_100905,en,Feed materials derived from walnut production or processing.,approved_definition_enrichment
AOM_100906,en,Feed materials derived from other plant production or processing.,approved_definition_enrichment
AOM_100907,en,Feed materials derived from african yam bean production or processing.,approved_definition_enrichment
AOM_100908,en,Feed materials derived from beet production or processing.,approved_definition_enrichment
AOM_100909,en,Feed materials derived from beetroot production or processing.,approved_definition_enrichment
AOM_100910,en,Feed materials derived from cassava production or processing.,approved_definition_enrichment
AOM_100911,en,Feed materials derived from potato production or processing.,approved_definition_enrichment
AOM_100912,en,Feed materials derived from sweet potato production or processing.,approved_definition_enrichment
AOM_100913,en,Feed materials derived from taro production or processing.,approved_definition_enrichment
AOM_100914,en,Feed materials derived from yam production or processing.,approved_definition_enrichment
AOM_100915,en,Feed materials derived from sugar beet production or processing.,approved_definition_enrichment
AOM_100916,en,Feed materials derived from sugarcane production or processing.,approved_definition_enrichment
AOM_100917,en,Feed materials derived from arugula production or processing.,approved_definition_enrichment
AOM_100918,en,Feed materials derived from cabbage production or processing.,approved_definition_enrichment
